str;long;
+6 Verteidigungswertung;3857;xxxx
+5 Trefferwertung;3858;xxxx
+27 Zaubermacht;3859;xxxx
+885 Rüstung;3860;xxxx
Angelköder (+100 Angelfertigkeit);3868;xxxx
Klingenbarrikade;3869;xxxx
Blutsauger;3870;xxxx
+6 Parierwertung;3871;xxxx
+50 Zaubermacht und +20 Willenskraft;3872;xxxx
+50 Zaubermacht und +30 Ausdauer;3873;xxxx
+130 Angriffskraft;3874;xxxx
+30 Angriffskraft und +10 Kritische Trefferwertung;3875;xxxx
+15 Ausweichwertung und +10 Verteidigungswertung;3876;xxxx
+16 Angriffskraft;3877;xxxx
Gedankenverstärkungsschüssel;3878;xxxx
+6 Rüstungsdurchschlagwertung;3880;xxxx
Alle 5 Sek. 17 Mana;3881;xxxx
+8 Rüstungsdurchschlagwertung;3882;xxxx
Rune der nerubischen Panzerung;3883;xxxx
