long;str;
3880;+6 Kritische Trefferwertung;xxxx
3881;Alle 5 Sek. 17 Mana;xxxx
3882;+8 Kritische Trefferwertung;xxxx
3883;Rune der nerubischen Panzerung;xxxx
4058;+$i Waffenkundewertung;xxxx
4059;+$i Meisterschaftswertung;xxxx
4060;+$i Parierwertung;xxxx
4061;+50 Meisterschaftswertung;xxxx
4062;+30 Ausdauer und geringe Bewegungstempoerhöhung;xxxx
4063;+15 alle Werte;xxxx
4064;+70 Zauberdurchschlag;xxxx
4065;+50 Tempowertung;xxxx
4066;Besserung;xxxx
4067;Lawine;xxxx
4068;+50 Tempowertung;xxxx
4069;+50 Tempowertung;xxxx
4070;+55 Ausdauer;xxxx
4071;+50 Kritische Trefferwertung;xxxx
4072;+30 Intelligenz;xxxx
4073;+160 Rüstung;xxxx
4074;Elementartöter;xxxx
4075;+35 Stärke;xxxx
4076;+35 Beweglichkeit;xxxx
4077;+40 Abhärtungswertung;xxxx
4078;+40 Stärke;xxxx
4079;+40 Beweglichkeit;xxxx
4080;+40 Intelligenz;xxxx
4081;+60 Ausdauer;xxxx
4082;+50 Waffenkundewertung;xxxx
4083;Hurrikan;xxxx
4084;Gesang des Herzens;xxxx
4085;+50 Meisterschaftswertung;xxxx
4086;+50 Ausweichwertung;xxxx
4087;+50 Kritische Trefferwertung;xxxx
4088;+40 Willenskraft;xxxx
4089;+50 Trefferwertung;xxxx
4090;+250 Rüstung;xxxx
4091;+40 Intelligenz;xxxx
4092;+50 Trefferwertung;xxxx
4093;+50 Willenskraft;xxxx
4094;+50 Meisterschaftswertung;xxxx
4095;+50 Waffenkundewertung;xxxx
4096;+50 Intelligenz;xxxx
4097;Machtstrom;xxxx
4098;Windwandler;xxxx
4099;Erdrutsch;xxxx
4100;+65 Kritische Trefferwertung;xxxx
4101;+65 Kritische Trefferwertung;xxxx
4102;+20 alle Werte;xxxx
4103;+75 Ausdauer;xxxx
4104;+35 Meisterschaftswertung und geringe Bewegungstempoerhöhung;xxxx
4105;+25 Beweglichkeit und geringe Bewegungstempoerhöhung;xxxx
4106;+50 Stärke;xxxx
4107;+65 Meisterschaftswertung;xxxx
4108;+65 Tempowertung;xxxx
4109;+55 Intelligenz und +45 Willenskraft;xxxx
4110;+95 Intelligenz und +55 Willenskraft;xxxx
4111;+55 Intelligenz und +65 Ausdauer;xxxx
4112;+95 Intelligenz und +80 Ausdauer;xxxx
4113;+95 Intelligenz und +80 Ausdauer;xxxx
4114;+95 Intelligenz und +55 Willenskraft;xxxx
4115;Hell leuchtendes Garn;xxxx
4116;Dunkel glühendes Garn;xxxx
4117;Schwertwallgarn;xxxx
4118;Schwertwallgarn;xxxx
4120;+36 Ausdauer;xxxx
4121;+44 Ausdauer;xxxx
4122;+110 Angriffskraft und +45 kritische Trefferwertung;xxxx
4123;+10 Meisterschaftswertung;xxxx
4124;+85 Ausdauer und +45 Beweglichkeit;xxxx
4125;+30 Willenskraft;xxxx
4126;+190 Angriffskraft und +55 kritische Trefferwertung;xxxx
4127;+145 Ausdauer und +55 Beweglichkeit;xxxx
4128;+30 Tempowertung;xxxx
4129;+20 Willenskraft;xxxx
4130;+20 Kritische Trefferwertung;xxxx
4131;+10 Kritische Trefferwertung;xxxx
4132;+30 Kritische Trefferwertung;xxxx
4133;+20 Beweglichkeit;xxxx
4134;+30 Ausdauer;xxxx
4135;+10 Stärke;xxxx
4136;+20 Stärke;xxxx
4137;+20 Meisterschaftswertung;xxxx
4138;+30 Meisterschaftswertung;xxxx
4139;+20 Parierwertung;xxxx
4140;+20 Tempowertung;xxxx
4141;+10 Trefferwertung;xxxx
4142;+10 Willenskraft;xxxx
4143;+10 Intelligenz;xxxx
4144;+20 Intelligenz;xxxx
4145;+30 Beweglichkeit;xxxx
4146;+10 Tempowertung;xxxx
4147;+10 Parierwertung;xxxx
4148;+30 Parierwertung;xxxx
4149;+20 Intelligenz;xxxx
4150;+30 Intelligenz;xxxx
4151;+10 Kritische Trefferwertung;xxxx
4152;+20 Kritische Trefferwertung;xxxx
4153;+30 Kritische Trefferwertung;xxxx
4154;+15 Ausdauer;xxxx
4155;+10 Ausweichwertung;xxxx
4156;+20 Ausweichwertung;xxxx
4157;+30 Ausweichwertung;xxxx
4158;+30 Stärke;xxxx
4159;+45 Ausdauer;xxxx
4160;+10 Trefferwertung;xxxx
4161;+20 Trefferwertung;xxxx
4162;+30 Trefferwertung;xxxx
4163;+10 Waffenkundewertung;xxxx
4164;+20 Waffenkundewertung;xxxx
4165;+30 Waffenkundewertung;xxxx
4175;Gnomisches Röntgenzielfernrohr;xxxx
4176;+88 Distanztrefferwertung;xxxx
4177;+88 Distanztempowertung;xxxx
4178;+900 Rüstung;xxxx
4179;Synapsenfedern;xxxx
4180;Schnelldrehende Abwehrplatten;xxxx
4181;Teserschocker;xxxx
4182;Rückenmarkseinspritzung;xxxx
4183;Manaschlucker Z50;xxxx
4184;+10 Abhärtungswertung;xxxx
4185;+20 Abhärtungswertung;xxxx
4186;+30 Abhärtungswertung;xxxx
4187;Unsichtbarkeitsfeld;xxxx
4188;Geerdeter Plasmaschild;xxxx
4189;+195 Ausdauer;xxxx
4190;+130 Beweglichkeit;xxxx
4191;+130 Stärke;xxxx
4192;+130 Intelligenz;xxxx
4193;+130 Beweglichkeit und +25 Meisterschaftswertung;xxxx
4194;+130 Stärke und +25 kritische Trefferwertung;xxxx
4195;+195 Ausdauer und +25 Ausweichwertung;xxxx
4196;+130 Intelligenz und +25 Tempowertung;xxxx
4197;+45 Ausdauer und +20 Ausweichwertung;xxxx
4198;+75 Ausdauer und +25 Ausweichwertung;xxxx
4199;+30 Intelligenz und +20 Tempowertung;xxxx
4200;+50 Intelligenz und +25 Tempowertung;xxxx
4201;+30 Stärke und +20 kritische Trefferwertung;xxxx
4202;+50 Stärke und +25 kritische Trefferwertung;xxxx
4203;+30 Beweglichkeit und +20 Meisterschaftswertung;xxxx
4204;+50 Beweglichkeit und +25 Meisterschaftswertung;xxxx
4205;+30 Beweglichkeit und +20 Meisterschaftswertung;xxxx
4206;+90 Ausdauer und +35 Ausweichwertung;xxxx
4207;+60 Intelligenz und +35 kritische Trefferwertung;xxxx
4208;+60 Stärke und +35 Meisterschaftswertung;xxxx
4209;+60 Beweglichkeit und +35 Tempowertung;xxxx
4211;+10 Tempowertung;xxxx
4214;Pappkamerad;xxxx
4215;Elementiumstachel (90-133);xxxx
4216;Pyriumstachel (210-350);xxxx
4217;Pyriumwaffenkette;xxxx
4221;+100 Stärke;xxxx
4222;Gedankenverstärkungsschüssel;xxxx
4223;Nitrobooster;xxxx
4225;Angelköder (+150 Angelfertigkeit);xxxx
4227;+130 Beweglichkeit;xxxx
4245;+60 Intelligenz und +35 Abhärtungswertung;xxxx
4246;+60 Beweglichkeit und +35 Abhärtungswertung;xxxx
4247;+60 Stärke und +35 Abhärtungswertung;xxxx
4248;+50 Intelligenz und +25 Abhärtungswertung;xxxx
4249;+50 Stärke und +25 Abhärtungswertung;xxxx
4250;+50 Beweglichkeit und +25 Abhärtungswertung;xxxx
4256;+50 Stärke;xxxx
4257;+50 Intelligenz;xxxx
4258;+50 Beweglichkeit;xxxx
4259;+1 Angeln;xxxx
4262;+30 Ausdauer;xxxx
4263;+20 Willenskraft;xxxx
4264;Angelköder (+15 Angelfertigkeit);xxxx
4267;Flintlockes Holzhacker;xxxx
4270;+145 Ausdauer und +55 Ausweichwertung;xxxx
4438;+145 Ausdauer und +55 Ausweichwertung;xxxx
4439;+145 Ausdauer und +55 Beweglichkeit;xxxx
4440;+190 Angriffskraft und +55 kritische Trefferwertung;xxxx
4701;+200 Stärke;xxxx
4702;+400 Stärke;xxxx
